term,business,entertainment,politics,df,idf,TFIDF_business,TFIDF_entertainment,TFIDF_politics
stepdaught,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
catsuit,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
spade,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
schoolfriend,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hewson,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
feedback,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
coars,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
eeri,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
irelandonli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stadiumfil,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
clich,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
flagwav,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
speakerclimb,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
drumthrow,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stardom,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wildli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
achtung,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
zooropa,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
alterego,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
macphisto,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jayceon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
compton,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
guniti,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
uninterrupt,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ballymenaborn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ridgeway,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dilapid,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
schindler,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
malley,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
belisha,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
beacon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
yeat,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stranmilli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
embank,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
lagan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dunbar,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
soho,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
antrim,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
paisley,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dup,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sermon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ballymena,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
orat,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
biblethump,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mothbal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
attende,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
conspicu,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
eclect,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
subtitl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
offput,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
damm,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hectic,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pusan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
martika,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
swipe,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ellen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
degener,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
milian,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
latifah,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hasselhoff,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
knot,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
crest,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
howler,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mindnumbingli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
beachgoer,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
xfile,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
daughterinlaw,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
antimccririck,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
compound,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
drawnon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
marchak,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
gangsterstyl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bernardo,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bertolucci,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tango,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
voiceov,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
resembl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
caan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
duval,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
manchesterbas,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
coexecut,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sucessor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dutchborn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
corbijn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
depech,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kwontaek,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
depth,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
chihwaseon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
retic,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stylis,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dornfordmay,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hazlewood,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jayanti,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
amarishi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
harrow,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
conterfeit,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mohabbatein,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hirst,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
testino,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
loach,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
chalayan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
coxon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tamsin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
greig,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
riser,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
carolina,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
correctli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pretap,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
impostor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
independentlyproduc,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
schenck,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
underthre,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
onehour,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
daffodil,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
webcam,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jadakiss,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jada,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
homi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
editorinchief,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
xxl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
xfm,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
unheard,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
slain,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pim,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dutchmoroccan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
islamist,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
convuls,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
selfimag,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
unwittingli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
booy,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
burgl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
iranianborn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
negar,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bipin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bihari,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
chadti,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jawani,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
topless,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
norwegian,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
orlean,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
parish,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
corey,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wither,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
siemssen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
seconddegre,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ipod,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
fastestsel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hussain,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
zaidi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
anurag,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mihir,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
maje,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
memon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
longestrun,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
carolyn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
burnham,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
delici,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
neurot,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
surburban,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sexstarv,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
akroyd,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
seduct,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
myra,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
grifter,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
liaison,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bandera,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
broccoli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
neal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
purvi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
baccarat,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sadist,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
nemesi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
chiffr,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
americanis,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mcgurk,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
reinvigor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
zealandborn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
minder,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bergerac,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
vertic,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
alpin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
nazioccupi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
nazism,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
edelweiss,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
filmgoer,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kitsch,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
yodel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
goatherd,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
lederhosen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
viennes,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
volksop,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
novic,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
nun,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
austroaustralian,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pire,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sword,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sandal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bloodandsinew,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bravado,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
buttnumbathon,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
hamstrung,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
grandios,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
scorn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bleach,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
unwieldi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
accent,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mata,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
gore,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
vidal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
barrierbreak,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jfk,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
everett,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
salman,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
rushdi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
coetze,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kazuo,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ishiguro,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
gunter,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
grass,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ismail,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kadar,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stanislaw,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
lem,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
naguib,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mahfouz,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
toma,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
eloy,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
martinez,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kenzaburo,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
oe,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ozick,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tabucchi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
abraham,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
yehoshua,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sixthhighest,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
outshin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
dreamwork,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
criminalist,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
emmi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
geordi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
misfit,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stoppard,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mcavoy,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
barratt,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
boosh,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
buffalo,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
twentieth,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
twoski,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
onechannel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
grogin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
midair,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
materialist,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
calam,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
corni,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
winsom,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
radcliff,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
myriad,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
oldman,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
crookshank,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
scabber,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
featurett,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
fete,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
belfastborn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
glasgowbas,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wee,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jonni,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
amazoncouk,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bookshop,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
terrel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
witchcraft,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wizardri,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
clergyman,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
crucifi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
magdalen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
fantasis,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
astonishingli,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
cicero,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
virgil,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tacitu,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
illinoi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
jive,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
cuttingedg,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tsumani,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
beth,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
coral,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
docudrama,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
volcan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
angela,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
canning,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
schoolday,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pompei,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
imageri,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
twopart,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mongolian,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
genghi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
belsen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
archangel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
fingersmith,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
conman,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
burchil,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stevenson,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bex,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
barron,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
headmast,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
midsom,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
marpl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sant,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
terrestri,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
ai,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
epipsod,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wiedersehen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
antenna,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bluetooth,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
unwrap,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
foyer,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
adorn,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
photographi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mundan,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
packet,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wonki,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
inventor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
vin,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
pacifi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
recut,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
schwartz,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
newmarket,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
wholescal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
champ,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
shadi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
stat,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
lantern,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
obi,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
trice,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
outsold,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mosh,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
tirad,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
crotch,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kenard,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
sicken,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
darnel,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
scuffl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
mirvish,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
conjuct,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
varttina,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
warchu,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
spectacl,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
bardem,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
geislerova,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
barrati,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
chanchook,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
explet,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
torrid,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
kowalski,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
malloy,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
annal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
brokaw,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
anchor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
freefal,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
selfcensor,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
fellner,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
cochairmen,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
laundrett,1,0,0,1,0.47712125471966244,0.47712125471966244,0.0,0.0
